track_name,track_id,artist_name,artist_id,album_name,popularity,duration_ms,explicit,artist_genres
Moving Out,5lLz6hpqvOxKJ5JEoU8otF,Vacations,0U7iI0Dk4Ojvi17nZboNO4,Moving Out,0,190500,False,[]
Beyond the Infinite,43oYosEmgldBQfuVgDQ5F4,Brothertiger,2MaMzvFmtu68r9zpdJ4tLE,Out of Touch,0,296936,False,"['chillwave', 'synthwave', 'dream pop']"
Société Anonyme,3Y38zzhKEvoZeWONUewG1f,Lower Dens,5uTJLo3c4ZHpH8oEwGxYUN,Escape From Evil,26,200493,False,['dream pop']
The Brae,2Ti4s01vnOpkOsApYcE3Ia,Yumi Zouma,4tPyCwWrsvZ8OKYl7QRavL,EP,0,255988,False,['dream pop']
Dreamgaze,6jygYHo8uOttsIs45U1YvI,CASTLEBEAT,0k8UHfMqW86uvhmhHiYzj3,CASTLEBEAT,39,165409,False,"['bedroom pop', 'dream pop', 'lo-fi indie']"
Ontario Gothic,7dCz4BVR2DvfLBo0tabZHC,Foxes In Fiction,3GSt4ZSP1wEtdbcTTbwjpW,Ontario Gothic,0,325242,False,"['dream pop', 'shoegaze']"
Poison Tree,6RDVwKLpBBEksWdp9jwBlD,Grouper,31uyAcnY0kjjKKIQZMKX4i,Inca Ore / Grouper,0,196893,False,"['drone', 'slowcore', 'ambient', 'dream pop']"
Annie Blue,2CL9DIH08V6ZrpsmDMcZxM,Launder,34oS6XgB17t0Gm7623KXLh,Annie Blue,52,196328,False,"['shoegaze', 'dream pop', 'lo-fi indie']"
Drag,0oXwUeFAE6IR2lYhaTpxRT,Day Wave,4ptJIIR10UVlGjN0VntFaK,Drag,0,189651,False,"['dream pop', 'surf rock']"
Gold,1t3nMYYdEvbubaD5FMDglq,Marble Arch,6Oy6CwwhQqijvzAjpkoazG,Gold,0,290817,False,"['dream pop', 'shoegaze']"
Days,716OZGLBg3vkNfMTpfbYm6,No Vacation,32zeX1IoVKAGWMyy1isKUq,Days,0,320328,False,"['bedroom pop', 'dream pop']"
Ephemeral,1fKWgfG23FbMhgJXmpOp9A,Cathedral Bells,0a7RruzBySceAPGfmFZtQ2,Velvet Spirit,0,160000,False,"['dream pop', 'shoegaze']"
"Crush (It's Late, Just Stay)",0jn3fksZqM7Y48xrQZNCsA,Yumi Zouma,4tPyCwWrsvZ8OKYl7QRavL,EP III,0,213293,False,['dream pop']
In Heaven,7vKMp9RBcZHn9ZaZhy2DVv,Japanese Breakfast,7MoIc5s9KXolCBH1fy9kkw,Psychopomp,0,230322,False,[]
Bitter Medicine,2bkOjWXPUdSxIUbd1c2WE9,Tanukichan,7d0wUlQ0ZXIGFa0YzuBiR6,Sundays,0,212680,False,"['shoegaze', 'dream pop']"
2x2,370jeVUskG6BD6QJljNxBi,Divine Sweater,6QhdyISn8fmch9ULKyqUoH,Human Love,37,276695,False,[]
Healthy Moon,65O6zPSisPj2AvAjaY4Bfg,DIIV,4OrizGCKhOrW6iDDJHN9xd,Is the Is Are,0,251629,False,"['shoegaze', 'dream pop']"
Reflection,5H5oEqpRA3ARPohkT3yotf,Cathedral Bells,0a7RruzBySceAPGfmFZtQ2,Velvet Spirit,0,166000,False,"['dream pop', 'shoegaze']"
Skating,7KsSVeIuhW0QYnrHQw5DOl,Swim Rest,0awgpMryquEuRRzTebaYEo,Vegan Metal Mouth,31,259750,False,['dream pop']
December,38GUrVBl6kXy46GZ24eRso,Yumi Zouma,4tPyCwWrsvZ8OKYl7QRavL,December,0,235134,False,['dream pop']
Early,6cQfMDknRIubCllrhWTdPF,CQ Wrestling,5S4qUw22ZF7gTPUEx61SyC,Early,22,250580,False,[]
Stay With Us,3Opk9C8pMgBCmbqXelH0I5,Seoul,3e69LorE0YSsEaYY6x9XuG,I Become A Shade,2,237945,False,['dream pop']
Out in the Way (feat. Wild Nothing),46Q055p0kvvoeIcM9iXzVP,Beach Fossils,1bwUhKRmEkOZ1wuTnV9XjC,What a Pleasure,0,232007,False,"['dream pop', 'surf rock', 'shoegaze']"
Sunlight,5ZGxxHixxBV7j9o1uUZFKc,Yuno,36BjLtXEXIifbRrfc1Rtqa,Sunlight - Single,0,213080,False,[]
New Map,6GdbwI8ytDROXDv1G7p34o,M83,63MQldklfxkjYDoUE4Tppz,"Hurry Up, We're Dreaming",34,262746,False,[]
Soft Stud,2i1jIsRpjjzaV85v1fS4Hu,Black Belt Eagle Scout,1CUUXdvZE6UzwQyBUm5YVD,Mother of My Children,0,368063,False,[]
Nocturne,1fFiMu3FP6c3kkEpZ0nvvp,Wild Nothing,6NrkINd80slV25wkBu9mEB,Nocturne,0,318960,False,"['dream pop', 'shoegaze', 'chillwave']"
"Right, Off The Bridge",74tjwmN794NeMpgF7957No,Yumi Zouma,4tPyCwWrsvZ8OKYl7QRavL,"Right, Off The Bridge - Single",0,248291,False,['dream pop']
Before,1BqdhRbDE6mGbYiugML9MK,Washed Out,5juOkIIy18sFw9L30syt1Z,Within and Without,0,286413,False,"['chillwave', 'dream pop']"
Dreaming,66QzJkyag2NRX8d8R5HTpU,Say Sue Me,4tvbo17gXpYgSr8sTlkaby,It's Just A Short Walk!,23,237393,False,"['dream pop', 'jangle pop']"
Beach,1CfstJ04dLfJZ9Qq2rPhNo,Mew,6kDMoHTcBICPILP2aclPWZ,No more stories Are told today I'm sorry They washed away No more stories The world is grey I'm tired Let's wash away,19,165333,False,['dream pop']
Waves,1BXmmQIGaH3QtGAsG7yV2s,Echo Lake,3MPOFGhQ2bB0Yx527jthuW,Era,0,385353,False,"['dream pop', 'shoegaze', 'chillwave', 'space rock']"
Black Hills,0IV4l6XVCM9iIt2tOTkw84,Gardens & Villa,5NgfalfOtMDHkJ0SbFAxyA,Gardens & Villa,0,286853,False,['chillwave']
Know Me,0JaQLijrOWfRPwJQUrp8ov,Frankie Rose,44mVqYPHmFgrDJxv6CWrOo,Interstellar,0,172706,False,['dream pop']
Barricade (Matter Of Fact),3e1Rff6j4s9IMNEPsKpaEz,Yumi Zouma,4tPyCwWrsvZ8OKYl7QRavL,Yoncalla,0,183537,False,['dream pop']
Lazuli,0Fc8hmAuH0rHYq2Ur9t07Y,Beach House,56ZTgzPBDge0OvCGgMO3OY,Bloom,0,301866,False,['dream pop']
Out Of Tune,2IDyBrueJ5SKlYPA0CZan6,Real Estate,41SQP16hv1TioVYqdckmxT,Days,0,291946,False,"['jangle pop', 'dream pop', 'surf rock']"
Our Deal,5BRjl7ilBLgpJxhrRle1FT,Best Coast,5YkBrE0wF8cAlq3GCOw5Eu,Crazy For You,0,127933,False,['surf rock']
Heart Full of Pentagons,0cWEqBpSYDRK9Aw3mNb95F,Film School,3Q5JOuj2Zs59ujPp1njIWS,Fission,19,256173,False,"['shoegaze', 'dream pop']"
Pairs,4KHrUUWS3AxhQBooKDzfnD,Made In Japan,5Hf1eLW7R1WpP1nMhda5Uv,Sights and Sounds,18,238053,False,['dream pop']
Fall Right In,2F63erfPWawQ2l29agdLFa,Beach Fossils,1bwUhKRmEkOZ1wuTnV9XjC,What a Pleasure,0,153485,False,"['dream pop', 'surf rock', 'shoegaze']"
Easy,4wnUKmSNaXlURtm5m7nkJ9,Real Estate,41SQP16hv1TioVYqdckmxT,Days,0,233440,False,"['jangle pop', 'dream pop', 'surf rock']"
Other People,2Nt4Uw91pQLXSJ28SttDdF,Beach House,56ZTgzPBDge0OvCGgMO3OY,Bloom,0,264626,False,['dream pop']
Two Kinds,17Gp4Qf260mjouuq6CPcza,Film School,3Q5JOuj2Zs59ujPp1njIWS,Hideout,0,237733,False,"['shoegaze', 'dream pop']"
Am I Wry? No,4PQSDHGXXxNojUC7BO6lWw,Mew,6kDMoHTcBICPILP2aclPWZ,Eggs Are Funny,18,292280,False,['dream pop']
Shadow,0o1N4jfVOXErcR82UKxfO8,Wild Nothing,6NrkINd80slV25wkBu9mEB,Nocturne,0,258779,False,"['dream pop', 'shoegaze', 'chillwave']"
Crime,1qrV076T6ZPUPQ2iMgI51s,Real Estate,41SQP16hv1TioVYqdckmxT,Atlas,0,195960,False,"['jangle pop', 'dream pop', 'surf rock']"
Wild,3vZ57jnq0IgiKXkuWea37P,Beach House,56ZTgzPBDge0OvCGgMO3OY,Bloom,0,298320,False,['dream pop']
The Trip,2BCFf69uK4HL8eOubSSrHm,Still Corners,4zKYrXs8iN4AeHmO8ZxNqp,Strange Pleasures,0,374240,False,['dream pop']
Desire Lines,3jZ0GKAZiDMya0dZPrw8zq,Deerhunter,38zTZcuN7nFvVJ6auhc6V3,Halcyon Digest,0,404413,False,"['neo-psychedelic', 'dream pop', 'shoegaze', 'noise rock']"
Paradise,3FOQLkdWvosfpgKsNfIB5J,Wild Nothing,6NrkINd80slV25wkBu9mEB,Nocturne,0,330893,False,"['dream pop', 'shoegaze', 'chillwave']"
The Fall,35yZkNFNVosiHE6Uj0COVM,Rhye,2AcUPzkVWo81vumdzeLLRN,Woman,64,224680,False,[]
It's Personal,08qrX56kp9zdeDWidJPCZk,The Radio Dept.,0utS63XytOEVN1EtzWhJpG,Pet Grief,0,218320,False,"['dream pop', 'shoegaze']"
I Wanna Go,3EA4HwrlLdDJ3b4cX7JfqC,Summer Heart,0JlTFsR41vwvQTppOR3yio,About A Feeling,52,247572,False,"['chillwave', 'dream pop']"
Ocean Repeating (Big-eyed Girl),1fIM60oElZPBuNTV0fqBl0,Wild Nothing,6NrkINd80slV25wkBu9mEB,Empty Estate,0,240040,False,"['dream pop', 'shoegaze', 'chillwave']"
Party Talk,6N2kBsYvZaS7tO5awPcnSV,Craft Spells,16lg8y62dC3J6ok1pNAbFJ,Idle Labor,0,220639,False,"['dream pop', 'chillwave']"
Weightless,51bnedhUHDZViazmNJtzqF,Washed Out,5juOkIIy18sFw9L30syt1Z,Paracosm,0,295573,False,"['chillwave', 'dream pop']"
Drifter,2gNDXjyjAE3VFGmukcixYf,Wild Nothing,6NrkINd80slV25wkBu9mEB,Gemini,0,213366,False,"['dream pop', 'shoegaze', 'chillwave']"
Let Down,1oUVuepLlKVvqMpvCU62eV,Bored Nothing,0w0zedaWD9qsewc0ikjD9z,Bored Nothing,0,251773,False,"['dream pop', 'shoegaze']"
Reflection,0RDGEI7iXY4Zon0JzJF53B,Fanclub,2XxKRqSS7wels4dpUb5N1h,All the Same,0,174053,False,"['dream pop', 'shoegaze']"
Everybody Wants to Love You,3YufkKqsssZ8wt9T24ULSj,Japanese Breakfast,7MoIc5s9KXolCBH1fy9kkw,Psychopomp,0,132631,False,[]
Nausea,1jylZOai0G9TI6Font5Nd2,Craft Spells,16lg8y62dC3J6ok1pNAbFJ,Nausea,0,269400,False,"['dream pop', 'chillwave']"
Clash the Truth,0E8ztdwAhGJ6KRdElKGQT4,Beach Fossils,1bwUhKRmEkOZ1wuTnV9XjC,Clash The Truth,0,123266,False,"['dream pop', 'surf rock', 'shoegaze']"
Undertow,2BJvyF65XyGPdhaZT4H9sE,Cathedral Bells,0a7RruzBySceAPGfmFZtQ2,Undertow,25,172800,False,"['dream pop', 'shoegaze']"
Don't Give Up,6GbUsMfAF9dFe3vLAO5am9,Washed Out,5juOkIIy18sFw9L30syt1Z,Paracosm,0,234680,False,"['chillwave', 'dream pop']"
Daily Routine,7DZ0naWyh4SvPeoG8R4FaO,Animal Collective,4kwxTgCKMipBKhSnEstNKj,Merriweather Post Pavilion,0,346040,False,"['neo-psychedelic', 'indie rock']"
Blue Velvet,3O7b7tz4PxF5pFTknkXpNc,Childhood,3U09GBaLizWYmJGOPlPXra,Lacuna,0,268826,False,['dream pop']
Bless the Painter,25MelCAD6ISeCRIh8oKj6N,Engineers,3hY7jnks2m5g2JAUCw4avu,Always Returning,0,193848,False,"['shoegaze', 'dream pop']"
Disappear Always,4dV9LNfCGzEoHixlUsxo5n,Wild Nothing,6NrkINd80slV25wkBu9mEB,Nocturne,0,209079,False,"['dream pop', 'shoegaze', 'chillwave']"
Popcorn,1eWPK7TFW0bpEqcbUeCEr3,Bored Nothing,0w0zedaWD9qsewc0ikjD9z,Bored Nothing,8,237986,False,"['dream pop', 'shoegaze']"
What It Is,4aMUQAbISJ4KdR3mqZgLu9,Made In Japan,5Hf1eLW7R1WpP1nMhda5Uv,Sights and Sounds,22,245720,False,['dream pop']
156,0EuxDK2ria7tszAZdtaJWZ,Mew,6kDMoHTcBICPILP2aclPWZ,Frengers,0,293760,False,['dream pop']
Gemini,4gbablSu3oqwlrdgwrBPkY,Wild Nothing,6NrkINd80slV25wkBu9mEB,Gemni,0,325120,False,"['dream pop', 'shoegaze', 'chillwave']"
Back From the Grave,0SDF7K2lUUNgertEQH4qk7,Chromatics,4tOVIRjlWWfR1RrAxyRqTE,Kill for Love,0,222573,False,['dream pop']
Varsity,11umm7K1uVhXYvKK3Tpsa8,Smith Westerns,3yEqgEvatASNm30zZR3ZHl,Soft Will,0,240493,False,[]
Breaker,2WUKigdj6FjOwty6hQM2ii,Deerhunter,38zTZcuN7nFvVJ6auhc6V3,Fading Frontier,0,211268,False,"['neo-psychedelic', 'dream pop', 'shoegaze', 'noise rock']"
Breaking the Angle Against the Tide,0IDku5ISIqZvrsTpCzkAI8,Craft Spells,16lg8y62dC3J6ok1pNAbFJ,Nausea,0,229477,False,"['dream pop', 'chillwave']"
Swimming Field,5g1Izt4F2GxmVDZFPJSS4d,Memory Tapes,6jF345xlOryBwNKDbuAyN3,Seek Magic,29,207607,False,"['chillwave', 'dream pop']"
Another Sunny Day,3omjo9CqdcjJZmcg1JzCA6,Star Tropics,0ba5E6dTc9q3UGElMrAF3i,Lost World,0,207330,False,"['jangle pop', 'dream pop', 'shoegaze']"
Dream Shake,74FaSRytSs5BLu0HnW8fDh,Memoryhouse,0T1n7Qbe4vwYIu42mB6qXe,Dream Shake,8,213261,False,"['dream pop', 'chillwave', 'shoegaze']"
You Could Be Different,4GN3kfwzPnPZx6rcVaU9UR,Childhood,3U09GBaLizWYmJGOPlPXra,Lacuna,0,234360,False,['dream pop']
Into Black,5d8pKJxoDlYX2SoFR6RCsm,Blouse,58QP6z41dSgPjoiJkIjCcL,Blouse,0,208237,False,"['dream pop', 'shoegaze', 'chillwave', 'cold wave']"
Lucky Girl,5pP3sLkAVZ03hyJ6SbsprC,Fazerdaze,2awB7Ol181cocZcLLNBBAh,Morningside,0,170996,False,"['dream pop', 'shoegaze']"
Southern Skies,0OcP0ZD8f5paG9taHQNspu,Yuck,6l3BRLCpzfC8yxqf9thWAg,Southern Skies,32,305738,False,"['noise rock', 'shoegaze']"
Domestic Scene,6tpahX6DwbhjAfRoI2xom1,The Radio Dept.,0utS63XytOEVN1EtzWhJpG,Clinging to a Scheme,0,145266,False,"['dream pop', 'shoegaze']"
Covered in Shade,3VM6MAN7KCagEN0hqKB5qm,Helen,52xprCZw3i5T0Ll5wEILNF,The Original Faces,13,79360,False,"['shoegaze', 'dream pop']"
Summer Holiday,3c1f3Kl9jbfPUv82Uy2CUM,Wild Nothing,6NrkINd80slV25wkBu9mEB,Gemini,0,242745,False,"['dream pop', 'shoegaze', 'chillwave']"
Love Fade,5xzi36lGj5f6SpbctCpwhB,Tamaryn,3TdVTSmMfLh55VrJDUpIQ2,The Waves,0,220760,False,"['shoegaze', 'dream pop']"
Majorette,73guNXAOFu7XB6Sby4ahCp,Beach House,56ZTgzPBDge0OvCGgMO3OY,Thank Your Lucky Stars,0,240770,False,['dream pop']
Leave It,0Sqqo1gN4bAUDyjNmvM4F4,Marble Arch,6Oy6CwwhQqijvzAjpkoazG,Children of the Slump,0,265688,False,"['dream pop', 'shoegaze']"
She's a Cult,3dOv8QQIA2soR55wElpb4b,Ulrika Spacek,07vC6cutbett8UknXnqxsu,She's a Cult,3,261720,False,"['neo-psychedelic', 'space rock', 'krautrock']"
Signs To Lorelei,7qWw2fvNABDo75M33uzZL2,Cheatahs,3Rhpmh2GU7nJJduip3YZcJ,Signs To Lorelei,0,229986,False,"['shoegaze', 'dream pop']"
A Glorious Time,61gbBOCTUKyMc0GgEy0DME,Team Ghost,6BXXt6yD472LkV5F8LxeBW,You Never Did Anything Wrong To Me,0,259386,False,"['dream pop', 'shoegaze']"
Ravestar Supreme,1SdDW5OpzeprPbfjC3xFth,Pinkshinyultrablast,3pJuDuFyP5uxCHDpXPczf4,Ravestar Supreme,8,234758,False,"['shoegaze', 'dream pop', 'slowcore']"
The Base of A Dream Is Empty,46o6ZqJY0nXj0LGJXhwDhD,Yuck,6l3BRLCpzfC8yxqf9thWAg,Yuck (Deluxe Edition),9,204666,False,"['noise rock', 'shoegaze']"
Lady Blue,0fEBMAHBmkX4cdPWXuXzRe,Wild Nothing,6NrkINd80slV25wkBu9mEB,Life of Pause,0,300093,False,"['dream pop', 'shoegaze', 'chillwave']"
Limits of Desire,266j4fCyIUXECBch8zE8YZ,Small Black,1J6xqDysFw6YiQ0vMvIKds,Limits of Desire,0,235146,False,"['chillwave', 'dream pop']"
10:37,3ETUDzHZP3Ue3C767F9jxM,Beach House,56ZTgzPBDge0OvCGgMO3OY,Depression Cherry,51,228893,False,['dream pop']
Good News,7ly8RGycjJddqh0RsBwMpt,Rosemary Fairweather,4I4taY0pRzBIGmIgsBqcrE,Heavenly,23,223226,False,[]
Follow,76MJsF1rbbhrv2tDBfeRR5,DIIV,4OrizGCKhOrW6iDDJHN9xd,Oshin,0,165840,False,"['shoegaze', 'dream pop']"
Had To Hear,5pQXoXlUoNIv7L0PvY9E26,Real Estate,41SQP16hv1TioVYqdckmxT,Atlas,0,290826,False,"['jangle pop', 'dream pop', 'surf rock']"
I Follow You,77IywFOJxAk4uwdIss1Qsr,Melody's Echo Chamber,1S0vL284jxZYKtZQ2jsQ2X,Melody's Echo Chamber,0,214400,False,"['neo-psychedelic', 'dream pop', 'psychedelic rock']"
The World Opens,6bzK06aFN4kmKaANKsm1iX,Divine Sweater,6QhdyISn8fmch9ULKyqUoH,Divine Sweater Presents: The Ten Year Plan,20,194959,False,[]
Together or Alone,0EBfZ9zn0TyJN7kHy3IaoG,Eternal Summers,5szugh1HJRxG0iT4sBwFaA,Gold and Stone,0,230185,False,[]
Golden Haze,0onaz2Qk1UN5qYYhVBCCi3,Wild Nothing,6NrkINd80slV25wkBu9mEB,Golden Haze,0,208053,False,"['dream pop', 'shoegaze', 'chillwave']"
Late Risers,7Hk79n5xPJHaD2WEcjTTDp,Surf Rock Is Dead,5iwmHxCi5pm28BEykL5Fyd,Late Risers,0,212348,False,"['surf rock', 'dream pop', 'shoegaze']"
Gold and Stone,3mBrAr5OurGGsWCIhBj50W,Eternal Summers,5szugh1HJRxG0iT4sBwFaA,Gold and Stone,0,206587,False,[]
Waves at Dume,0rumXNTbR7QyBJJDPrSHT7,Soft Blue Shimmer,5ZclZsMoBdRY9MJw6l47Fx,Heaven Inches Away,15,273125,False,"['shoegaze', 'dream pop']"
Rules,4Yc8jFRkmAr9qV4mzB95BG,Hoops,12qS7lypMdpvASeNnFXtmN,Routines,25,133073,False,"['dream pop', 'surf rock', 'jangle pop']"
License to Drive,58MZCECkYGPvrcU4IGjqPA,Work Drugs,0wLfAlTh58anndtgqA0MCU,Absolute Bearing,34,218625,False,"['chillwave', 'dream pop']"
Explosions,16NVlEnoPlHNJ4EpEZPROC,The Mary Onettes,06Iig2bqY8mv98B1c9Iyo8,Tha Mary Onettes,0,236533,False,"['dream pop', 'swedish pop']"
Get Away,4vD4GNg2RwuuKkH8CWoxXB,Yuck,6l3BRLCpzfC8yxqf9thWAg,Yuck,36,215573,False,"['noise rock', 'shoegaze']"
Cherry,2l1UgRD35MieMii4LyYksT,Chromatics,4tOVIRjlWWfR1RrAxyRqTE,Cherry,0,271952,False,['dream pop']
Under the Sun,3yR8cAdli5Ohn3dUlS1PgV,DIIV,4OrizGCKhOrW6iDDJHN9xd,Is the Is Are,0,226999,False,"['shoegaze', 'dream pop']"
Cool 2,0zi7IKFDOqsaV073v4f4Qc,Hoops,12qS7lypMdpvASeNnFXtmN,Cool 2,0,115506,False,"['dream pop', 'surf rock', 'jangle pop']"
