track_name,track_id,artist_name,artist_id,album_name,popularity,duration_ms,explicit,artist_genres
Sleep Forever,7pP1PiLuYDMvWVCbTuasRg,Dreams We've Had,5LkgVE79AHNZN7kMukfJFv,Dear Friend,13,392625,False,['dream pop']
Can't Forgive,6OrFhhGmqAYsPWryD6b4Ta,Cavves,3dA8LpetFTktijJKirH7gd,Can't Forgive,7,156879,False,"['vaporwave', 'shoegaze', 'dream pop']"
rise,7zI7COP0QX8SrmEVlRCzJz,sugar plant,0KrBZKq6kpcv9N0vBesN8o,Happy,30,431333,False,"['shibuya-kei', 'shoegaze', 'dream pop', 'japanese indie', 'slowcore']"
Dancing to The Smiths,6RSDI2ms9CHIvOnrYzxluR,Hana Eid,4F6hNOg84kZIkE5LvLYOsr,Dancing to The Smiths,30,259066,True,[]
bckwards 36,0wDR2zmN1TCYrXONqNcsWj,cruush,09SorScmrKs8yZMG9hdr6N,bckwards 36,9,237511,False,"['shoegaze', 'dream pop']"
honeydew blue,60fpp48C0mbRkRNv8m3WLv,800 cherries,47mrO8UvhD1Qt6iAIy4fCO,Romantico,31,217373,False,['shibuya-kei']
Right Now,5x7Xbw7khyGRjFSlEUenUm,Blankenberge,0N9CUdcRxZfnPGAmbkuUrm,More,12,272530,False,"['shoegaze', 'dream pop', 'slowcore']"
Escalators to the Moon,26uHXNWafzDn8SkYB7fZ2r,Bloodbath64,5ilLeYincegfCyjqxGXUW4,Aestheticadelica,39,219500,False,[]
Grounded,69moAh6nFUQzBi5lfBJcV0,Trementina,0DM3M5xGKVaO7MNFBH3K0X,Almost Reach the Sun,18,286917,False,"['shoegaze', 'dream pop', 'slowcore']"
Waltzing Back,3Q1DprZauQyNo8KGlY8brZ,No Vacation,32zeX1IoVKAGWMyy1isKUq,Waltzing Back,0,192000,False,"['bedroom pop', 'dream pop']"
Glue,3kqG4FUlzH2sE1zFn9L7OR,Doused,47jpNKqk6XBIcvSWK76Y1c,Murmur,25,140318,False,"['shoegaze', 'dream pop', 'slowcore']"
Plants,0vMr3GXZJi1IIIWE8bBJuZ,Crumb,4kSGbjWGxTchKpIxXPJv0B,Locket,52,191904,False,"['neo-psychedelic', 'bedroom pop']"
Purpose,0LqzKh0IljbOTwKEG15q97,Sonoda,5OcA113uaLxGSU00Nkaaje,Purpose,0,249204,False,"['dream pop', 'shoegaze']"
Feel Better,2AENUpRtIxQ5tnk10SaxKL,Rosemary Fairweather,4I4taY0pRzBIGmIgsBqcrE,Feel Better,0,202506,False,[]
Stars Collide,575Ey6z5iNmWI52iNtyVZh,Deafcult,6AX5hnjYSvcjZd9IyqYPsp,Auras,4,249000,False,"['shoegaze', 'dream pop', 'slowcore']"
Always On Time,1Afd5dLyIGTJU69CdNlaGG,COOL HEAT,3HZXI7lDa69dWCj8jbBpjG,Always On Time,20,147517,False,"['dream pop', 'shoegaze', 'lo-fi indie']"
I Want To,30ZUJcx1YtPXuvfcCB0Y3e,Starling,1CD5G3Yqzu1TpkqpxWFGFC,I Want To,0,306283,False,"['shoegaze', 'dream pop', 'slowcore']"
Past Lives,1MkAO4seLIDrU20w0RkisU,Kekko,3G2anXv3ry6BJ8abIDC0QN,Dreaming Life,37,232250,False,"['dream pop', 'shoegaze']"
"In Sound, We Found Each Other",63jvmVQ8gIQ8NdMX5HEKEE,Sweet Trip,5NtMqQLCzdVvL7F8vFp3zM,"Little Darla Has a Treat for You, Vol. 30",36,272320,False,"['shoegaze', 'dream pop', 'idm']"
Eye to Eye,3HrU7VEECBx1ewUgxRu5xu,Bodywash,7mpsiMuz8gkLsEg8WVDQq7,Eye to Eye,0,284719,False,"['shoegaze', 'dream pop']"
Shawshank,13gKSPSKURLYuy92ubSbFq,Mumrunner,6XAvWDUcwUeNMG1Msc3PEG,Shawshank,10,260239,False,"['shoegaze', 'dream pop']"
Still Still,5PM5PTTrxAXyUmY9JU9qmN,Lucid Express,0WwjT0WO2JQSXIq7EeDxXf,Ado,13,211150,False,"['shoegaze', 'dream pop', 'chinese indie']"
Passerby,4Xi7V0b226jbmms7I9uZZr,kelz,5hb3nmzCwPz0GRlLQuAJJw,Passerby,0,273033,True,[]
Mess,7Icyf6awUQ4WnuUPL86xeG,She's In Parties,3A9BLI8S2rNSxXS3QsMkOY,Mess,16,258500,False,[]
Flood in Heaven,2KqKu9seZepmo9uKo6VyD8,The Daysleepers,1geEJC0mAf9bjfmYCffS9F,Creation,31,301224,False,"['shoegaze', 'dream pop', 'slowcore']"
Regular Disease,41KOeMJyeNMzXXMFURLqMv,Blind Mr. Jones,1rlDsPo1oKph7bAtq4Pxr9,Stereo Musicale,0,250933,False,"['shoegaze', 'dream pop', 'neo-psychedelic', 'slowcore']"
Paralysis by Analysis,2lxKEd14HqvyH5oj1E3xxV,Day & Dream,2cB4AbPWgZNeZq3zXVdnLN,Fading Summer,11,146266,False,"['dream pop', 'shoegaze']"
Felt Like Home,2hMNfrmuOjAghUiUnPbFxT,TEEN BLUSH,1XW51qY5zDq92npZ5fHNRl,Felt Like Home,46,202105,False,['dream pop']
Temps,5jh147eWeuNyimT2Oo1A5J,Mellow Gang,048vFxJzjmNds1zJjeZ3mP,Temps,24,226577,False,['dream pop']
Blue,1dtLFRRmiGg2nBaV4Rg9Ux,Far Caspian,0EzsHuJxUDcfqSqvoPhKG4,Between Days,49,205785,False,"['lo-fi indie', 'dream pop']"
Skin,07iFZgCmzSuGFlKG3ftJX3,Bored at My Grandmas House,0hQ6Js0CTBu337vggHinhk,Skin,0,225140,False,"['dream pop', 'shoegaze']"
Faces,5OMp32hhcSCvKITpudjjlv,No Swoon,3th2nHK122HxCbpATSNXfp,No Swoon,29,295251,False,"['dream pop', 'shoegaze']"
Firefly,5Fmk7akgjEpRI4vvu7CQ2m,"Airiel, Stella Tran",1WOhabhnnH1k6KcD81xGD1,Winks & Kisses: Melted,0,385533,False,"['shoegaze', 'dream pop', 'slowcore']"
L'Inconnue,1bs7Igp2djzz9aWDbEkfYA,Beach House,56ZTgzPBDge0OvCGgMO3OY,7,37,264746,False,['dream pop']
Starting Over,0dcu28YT8cXZH7JTIraszp,LSD and the Search for God,2feOOr1Yjovo67byuxvjZv,LSD and the Search for God,64,304240,False,"['shoegaze', 'dream pop', 'slowcore']"
Desire Lines,63JP68VirmCXtWRoMTX8Xi,Lush,3ysp8GwsheDcBxP9q65lBg,Split,0,459506,False,"['shoegaze', 'dream pop', 'britpop', 'slowcore']"
Last Night's Haze,6P8FKtzzxYE2cNy2kRgzFV,Star Horse,1zC23cF77Lj7ukFsy19nor,Devour,35,209000,False,"['shoegaze', 'dream pop', 'slowcore']"
Try to Hide,0nj8byYnmEojNsm3nbAIax,Tennis System,2ChSBG1Njjt2SQ2Lt5dziF,Technicolour Blind,9,323467,False,"['shoegaze', 'dream pop']"
Forget It,57IGLLjpk4CVexlspqOawg,Widowspeak,5ZW7HlSuZz8ng2X21cXbdP,The Jacket,24,206254,False,"['dream pop', 'chillwave']"
For Light,3o2JcCmfnw5d45pWy8BYHu,Jay Som,1wmiQ6ytATiGnJs6uFluKO,Everybody Works,0,442640,False,"['dream pop', 'indie pop']"
In The Eyes Of Our Love,6LQcFrduZod8SaXNg8BK8z,Yumi Zouma,4tPyCwWrsvZ8OKYl7QRavL,Present Tense,0,208978,False,['dream pop']
through,62DeK5SgEqY3OjcZLPjnh8,800 cherries,47mrO8UvhD1Qt6iAIy4fCO,Romantico,25,347626,False,['shibuya-kei']
Weekend,6zRQXP7UbHHXwEbe1NaN1k,Lauds,1GyeDyYxWoVscUNx7dzHUz,II,5,179743,False,"['dream pop', 'shoegaze', 'jangle pop']"
Bike,7ImWMtUZwcnCDGwJKy6br4,It Looks Sad.,24M8W1AklCxyWTKjrJZDQ8,Sky Lake,0,148917,False,"['midwest emo', 'math rock']"
Morsel Code,5X5qE3xo5UR8auMyJgPVzR,Column,4lAk1EpBbxg4jIS0AcerHp,A Year in Your Garden,17,224199,False,[]
Afterglow,1obYgmAEYuJve71L7r43oP,Draa,0isgDsD0CAFqoMJg2EwxIC,Draa - EP,10,282440,False,"['dream pop', 'post-punk']"
Lazy Lovers,223R25sVUNY4QCvA7XjkNk,Trementina,0DM3M5xGKVaO7MNFBH3K0X,Almost Reach the Sun,19,237087,False,"['shoegaze', 'dream pop', 'slowcore']"
Liar,7L3HY8vkvQ47LuzOYbkZGN,Midwife,5vjIHa1u3TnOlDvVDR9qQa,"Like Author, Like Daughter",14,279497,False,"['slowcore', 'shoegaze', 'dream pop']"
Desert Son,2PaIdVLUvoetIBE4J4vPbY,Leave the Planet,6vW6YgP4ZCF8wED7yAuQyk,Nowhere,8,221653,False,"['shoegaze', 'dream pop']"
Around the Sun,7uHPeQJmdhQMW32Jlyfsmr,Life On Venus,72cBWuYjXkWxEXqZcoH5kE,Encounters,0,150000,False,"['shoegaze', 'dream pop', 'slowcore']"
Punch,1fSS7Mc15YNRuBOsTjyEaw,Teethe,3K2gErmF9xLdo6dqOj1VbI,Teethe,31,180000,False,"['slowcore', 'shoegaze']"
Minute In Your Mind,1ztljnhex2kExHZlSQIvs8,Girlpool,3BYXi96LqI8TwNljFKE0DZ,What Chaos Is Imaginary,11,141276,False,['riot grrrl']
Dozen,0dQV4vdauTQMbBLgC86EM2,Alison's Halo,1xD4rzgPGOwrc7RHZywzKg,Eyedazzler,0,312537,False,"['shoegaze', 'dream pop', 'slowcore']"
Low Tide,7de72dRB2KvNzwVXYBqFHF,The Bilinda Butchers,6TnZQyc6gSnomokLLI8mya,Goodbyes,31,222783,False,"['dream pop', 'shoegaze']"
Tiny Gaze,5lIfFxH4PJeqjwDLfORZ0z,Stove,4rkMcjdyDpeG57mT7lZNKs,Is a Toad in the Rain,0,176085,False,['shoegaze']
Adore the Distance,0exjXziLpfBAs3QppeYUzo,Soft Blue Shimmer,5ZclZsMoBdRY9MJw6l47Fx,Heaven Inches Away,21,277191,False,"['shoegaze', 'dream pop']"
Forever,2czsyBO2UuK9KNWDeNGZC8,Long Beard,3truyDimkGtu58fxQj9Xv9,Means To Me,0,245512,False,['dream pop']
Cosmic Realignment,2JPZFolVoxO4XU3SJH89tZ,Subsonic Eye,6nRhwtv2bwuDvPijPCjcie,Strawberry Feels,33,223804,False,"['shoegaze', 'dream pop']"
Amber,3LG0fOHDELxUJadCiGpyCF,Golden Daze,4T3jyyAF02vNapy2bdzMjn,Simpatico,30,197840,False,['lo-fi indie']
R U Content,3Gh8L6ULIiFV7AmNlcDHRx,Colatura,281DMYRccJJg8BXz1TIZF5,And Then I'll Be Happy,14,204466,False,"['dream pop', 'shoegaze']"
Molly,55J97YT1SRzkNGpwm45qSu,BEX,0JMfBNsJyhVafPyD5uAcuX,Molly,6,225541,False,"['dream pop', 'shoegaze']"
New Media,7IEw63s69ccxaEZzUsX3Xj,Slow Pulp,2JFTRDi5v7JtqoouVe1z5D,Big Day,48,191000,False,[]
Fine for Now,59OB1FVylpLOfwUwwZBBqf,Tape Waves,2mq6FZouZP3sgcUIfIWOko,Here to Fade,7,193593,False,"['dream pop', 'shoegaze', 'surf rock']"
The Dreamers,01aponripySMrxA2XTXjkV,Gold Celeste,0k7JGk03ntbFvfURT2hWmu,The Glow,0,286551,False,['neo-psychedelic']
The Monster,5rFLueCMLuVI4Jxp7coerG,From Indian Lakes,3YvQkjWJ5ykJVUNP7YbTy9,Everything Feels Better Now,29,218900,False,[]
Swimming,0qZngsBTYM37fevbe03IlX,Lunar Vacation,7EEefVBNBS3ckwouEl62oB,Swell,42,280251,False,[]
Yellow House,53USlfdBOnCsORa3fJ6Rxb,Orchid Mantis,6Yt4jPVBqhLFQcNM0dSZtq,Yellow House,15,275384,False,"['slowcore', 'dream pop', 'lo-fi indie']"
Lemon Tree,5udm5l5aFlUDg9i5vU4A0B,BEX,0JMfBNsJyhVafPyD5uAcuX,Move It Or Lose It,5,231210,False,"['dream pop', 'shoegaze']"
Nihilist Kite Flyer,0WgwG41CeaJt21sCUHiSIy,Loving,4ftctxasGrW5Ud5Pbw6kWq,If I Am Only My Thoughts,0,182878,False,[]
Beer and Skittles,6isgkCGX8e47Z9vl6WHebB,Japanese Heart Software,2anrtCF3IhozMpTAfpzJnx,Soft,19,264438,False,"['shoegaze', 'dream pop']"
Dreamlessness,60PUlg3G6mSuA8pB5Bjgdw,Mouse,1gZjjas3x9FxrIz8VF5bbo,Dreamlessness,7,233000,False,['shoegaze']
House Of Mirrors,3zFqzq75hxehVM6DkCSORU,Softcult,13pYXGtaLO9d06VrXX4Aw0,House Of Mirrors,32,191072,False,"['shoegaze', 'dream pop', 'riot grrrl']"
Near,2nznScQCuL4r9OKMr4A7qc,Deafheaven,4XpPveeg7RuYS3CgLo75t9,Ordinary Corrupt Human Love,37,328642,False,"['black metal', 'shoegaze', 'post-rock']"
Pharmacist,5A6E9uhiiRyJ8OSYQ0IRdt,Alvvays,3kzwYV3OCB010YfXMF0Avt,Pharmacist,0,124247,False,"['dream pop', 'shoegaze', 'jangle pop', 'indie']"
Crushin,7zycM9Qcin9tyU4xB0Jj3I,Film School,3Q5JOuj2Zs59ujPp1njIWS,Bright to Death,36,230933,False,"['shoegaze', 'dream pop']"
Magic Light,5c0fozcpxmj8jV2BhfvUY8,Star Horse,1zC23cF77Lj7ukFsy19nor,Devour,14,247636,False,"['shoegaze', 'dream pop', 'slowcore']"
Off Your Face,7hrQx8C3rT5R447bmNnq5Y,my bloody valentine,3G3Gdm0ZRAOxLrbyjfhii5,Glider,44,255426,False,"['shoegaze', 'dream pop', 'slowcore', 'noise rock']"
Please (Proceed),0BWUUT2MvwUOQidoOxtwfF,Blue Vedder,7fUeMW62Gm7y2DOPrwrmrJ,Please (Proceed),10,180223,False,"['shoegaze', 'dream pop']"
All The Time,1u8xwmcIdld5n99GcQDuOs,Suiix,3yp1rVgQQbozQWvDk30JKO,All The Time,8,232160,False,"['dream pop', 'shoegaze']"
don't give me grapes,3CpUfVYoeman5Ceki0AVkI,Happy Doghouse,2vYPcNSAbcEHwZdddbj2xn,Above the Stars,0,187993,False,['egg punk']
Chromatic Nights,4vGDSgcS7YHnRtZlM8pWph,Pia Fraus,15cjYStG6SRmTS9d5wNVxT,Nature Heart Software,22,184993,False,"['shoegaze', 'dream pop', 'slowcore']"
Prism of Feeling,4skeJN6yWo5wSRgPjRNFUp,Soft Blue Shimmer,5ZclZsMoBdRY9MJw6l47Fx,Prism of Feeling,11,285900,False,"['shoegaze', 'dream pop']"
Go and Come Back,2gF3wvkKkkuAXGFzAPUBSa,Fleeting Joys,314EDjJCQdcNfzwefA7daH,Despondent Transponder,42,270094,False,"['shoegaze', 'dream pop', 'slowcore']"
Vessel,0mTGWYKRsvKBRk6DsDHfTT,waveform*,6g12mLVmai580Y6SQnGjcd,Shooting Star,11,161941,False,"['slowcore', 'shoegaze', 'lo-fi indie']"
Keep You Close,0yc4bo6GUkb6BhzfKqEd3w,"Launder, Soko",34oS6XgB17t0Gm7623KXLh,Pink Cloud,14,222596,False,"['shoegaze', 'dream pop', 'lo-fi indie']"
Tork,5Qi8sL3cPDEh2LrdjqK3ph,Indecisive,4TsormHir8ALq1K6wX0iDa,Over King's Creek,4,253373,False,"['dream pop', 'shoegaze']"
Technicolour Blind,19i0n5BUaXpRzhUUqWYMM7,Tennis System,2ChSBG1Njjt2SQ2Lt5dziF,Technicolour Blind,6,352255,False,"['shoegaze', 'dream pop']"
False Start,6vacYnJcKuHCbzok7QYhaY,cruush,09SorScmrKs8yZMG9hdr6N,False Start,10,266093,False,"['shoegaze', 'dream pop']"
Rubix,5Fm6AO50RzXV2tQPb9I0v0,Deafcult,6AX5hnjYSvcjZd9IyqYPsp,Auras,11,190880,False,"['shoegaze', 'dream pop', 'slowcore']"
What I Want,6Io2THanzgOrIAoYS2LZbo,Cende,20qX3cQlCJME6SjcCOLlpI,#1 Hit Single,0,285029,False,[]
Love Being,6Y9bhgrbne2ITypFY4bBiE,Soft Blue Shimmer,5ZclZsMoBdRY9MJw6l47Fx,Love Being,6,257112,False,"['shoegaze', 'dream pop']"
Everything,20xDbepYlgdH63vlVVUb0e,Blankenberge,0N9CUdcRxZfnPGAmbkuUrm,Everything,20,256446,False,"['shoegaze', 'dream pop', 'slowcore']"
Season of the Shark,0xSn8K45u9yOIDZysjwz20,Say Sue Me,4tvbo17gXpYgSr8sTlkaby,10,16,278560,False,"['dream pop', 'jangle pop']"
Venture,055a4S701SWymem8rtYLVy,Lucid Express,0WwjT0WO2JQSXIq7EeDxXf,Floret,12,297882,False,"['shoegaze', 'dream pop', 'chinese indie']"
24,1NWezW3YWytFOwSOQ5ZWoI,Lauds,1GyeDyYxWoVscUNx7dzHUz,24,5,235413,False,"['dream pop', 'shoegaze', 'jangle pop']"
Relay,3vuG06ETVyqQlxW2wbBVjg,trauma ray,7mhFqGccO5U4pn90mix9S1,[trauma ray],53,202747,False,"['shoegaze', 'slowcore']"
Stickers,4uKfukUKqgEnEt5asFocv9,Sleep ∞ Over,5xs5V9DtIYERtZIsa4gcnv,Forever,22,222919,False,"['witch house', 'chillwave', 'dream pop']"
Ease,5iCNhiucTLYkVLvDEdlCgb,Doused,47jpNKqk6XBIcvSWK76Y1c,Murmur,21,198902,False,"['shoegaze', 'dream pop', 'slowcore']"
Shrapnel,1ADmIBKMDRcs6Cfj2Xe0XJ,Hana Eid,4F6hNOg84kZIkE5LvLYOsr,Shrapnel,19,215250,False,[]
Myth,2Zw3HNjaNV42LnQ2uY5JQs,Beach House,56ZTgzPBDge0OvCGgMO3OY,Bloom,59,258653,False,['dream pop']
Drunk Voicemail,78Cp2OMPai18kVYkd22bAF,Midge,3Szx6c1dahPJXqH4QJjCx1,Drunk Voicemail,5,227230,True,"['dream pop', 'shoegaze']"
Eat You Alive,1GnhDPcve5uOz4K8StzHtX,Tokyo Tea Room,3lzTKwFsOqxtp5cLJ2qbSD,Eat You Alive,47,190000,False,['dream pop']
Devil's Pool,49YNqlIbBD2c41o3Oc0vK4,Beach House,56ZTgzPBDge0OvCGgMO3OY,Become,40,240120,False,['dream pop']
Don’t Delete The Kisses,1LomCMl5wD3MPVlC6smUHe,Wolf Alice,3btzEQD6sugImIHPMRgkwV,Visions Of A Life,67,275226,False,['indie']
Love Song,3rQaxZaozQfrUEQx1PzT14,Softcult,13pYXGtaLO9d06VrXX4Aw0,Love Song,39,171563,False,"['shoegaze', 'dream pop', 'riot grrrl']"
Recycle,30bPsTvD3ikvd5IvRudsPI,loren north,2rBIJIECWuDEzaiewMf0Kr,Recycle,30,204342,False,[]
Lullaby,4iOhHhNggDeRP575hUHedH,CD Ghost,0wGf1OZAg2ihGB9BaFkqMn,Dreams We Share,28,141255,False,"['dream pop', 'darkwave']"
Forever,579zXcYm2N9vvsltW2RDJP,Night Tapes,5APEQlUaQ5K70LgPqAdTuU,Forever,0,249968,False,"['lo-fi indie', 'dream pop']"
I'd stay forever,1ENjSTAGfgBUyVZuSl4zIY,whither,1j5n8v8YxdS8FrMjauRn8j,I'd stay forever,0,271058,False,['shoegaze']
summer bruises,2fjE9A6haImVXETd1B4PDs,april june,4WreACyfQITcXGx86xxYkG,summer bruises,0,174387,False,"['lo-fi indie', 'dream pop']"
Radiolove,60c53oKZjSyWUNCrQJ49Bt,Tanukichan,7d0wUlQ0ZXIGFa0YzuBiR6,Radiolove,41,170955,False,"['shoegaze', 'dream pop']"
Sweetness and Light,1Pr2b8WV0rFkSAjrnzUeDc,Lush,3ysp8GwsheDcBxP9q65lBg,Gala,43,317093,False,"['shoegaze', 'dream pop', 'britpop', 'slowcore']"
smile again,596IkZP89HvFYdgOb3lNvP,she's green,42IX4MHpnREqy3N7HugkLY,smile again,53,235055,False,"['shoegaze', 'dream pop']"
Sea Legs,6X49AzMOL4WQHlNg2nAWSe,atmos bloom,5F6pjXWILFr4XnOngaKyo3,Sea Legs,28,177700,False,"['dream pop', 'shoegaze']"
Le Temple Volant,2uQotduUA32t7EwTEMvMyb,"Crumb, Melody's Echo Chamber",4kSGbjWGxTchKpIxXPJv0B,Le Temple Volant,41,125893,False,"['neo-psychedelic', 'bedroom pop']"
Amber,4IL1YB0CKiX4e9gbodOJBZ,Jo's Moving Day,5QbCnoIsxQ3nsxkHkwftgt,Itinerary,23,329875,False,"['shoegaze', 'chinese indie', 'dream pop', 'chinese rock', 'taiwanese indie']"
Leather,4JV9iLdrBbBkwo0qMfYJ5S,Blue Vedder,7fUeMW62Gm7y2DOPrwrmrJ,Leather,10,195261,False,"['shoegaze', 'dream pop']"
be okay,7KIyjTDMad8HvLj5IKBffs,Yumi Zouma,4tPyCwWrsvZ8OKYl7QRavL,be okay,17,236787,True,['dream pop']
Dead Lands,4bFyukeX4nCR9BEY1iuhps,Punchlove,5Tbdx7OG835TPTxnEgfNiW,Dead Lands,18,274714,False,"['shoegaze', 'dream pop']"
Your face,7ne2hzW4jaU5tacaCI4kJH,Wisp,3TJZG17pjOKXwx1ELKJPfm,Your face,14,227426,False,['shoegaze']
Violets,0ldHaEnSxsSpC1pYa1Vtl6,Eyeclimber,0Dufap1ZH2j5MwFsaRAuzV,Violets,13,177465,False,"['dream pop', 'shoegaze']"
Falling Down a Mystery Hillside,2DZisSfv1rQ3O5CBLws3sK,Starling,3GijhGwufdqy5x7bfsS6AW,Falling Down a Mystery Hillside,0,154235,False,[]
I'd Like to Say,0PliQPq7GT7vuShXU61x03,Innsbruck,5gqXwWsq0pvQUCidIjOj5u,Little Drop of Poison,9,222000,False,"['shoegaze', 'dream pop']"
Magnetic Hill,1G6ZnfgxEBhSWd6WO2EB4s,Land of Talk,0mEF6nwliNqJuMldWFPuvo,Magnetic Hill,5,266546,False,[]
Place in the Sun,65UDqRVBShlxTOwQtKkfUm,Glimmer,4ldTJbQ7TIIjZYgUtH5RwT,Place in the Sun,12,228349,False,"['shoegaze', 'dream pop']"
Haunt You Still,7hLYnfqZ8IlIMxjdTkRFxO,Softcult,13pYXGtaLO9d06VrXX4Aw0,Heaven,26,242515,False,"['shoegaze', 'dream pop', 'riot grrrl']"
Little While,73B21p60Izq74AFwGNhzR7,Wishy,1TkiNxDsrc0PgIWBrATCbe,Triple Seven,28,278493,False,"['shoegaze', 'dream pop']"
do you miss her,0eBWL3s1UmZNSZBcy34l6J,Colatura,281DMYRccJJg8BXz1TIZF5,do you miss her,36,234397,False,"['dream pop', 'shoegaze']"
Honeycomb,00rcoBUdF2W90roBxkS5cG,Heel,6663RkcENJxc1KnuKZaRla,Honeycomb // Snatch,9,356565,False,"['shoegaze', 'dream pop']"
Turn Into,3bhaEugV9wBPXhxX0p2uYX,Jay Som,1wmiQ6ytATiGnJs6uFluKO,Turn Into,28,203536,False,"['dream pop', 'indie pop']"
lazim alshams - لازم الشمس,4yYw0lE2CJOwwymaob3hX1,nabeel - نبيل,2utvoANtAeOGBklKqppZIl,lazim alshams - لازم الشمس,37,241935,False,['shoegaze']
lick the star,1X8E5Ad67vg9bNVRAuNHtX,Glixen,3eimPofmo9TuKJTgpM9Bcj,lick the star,34,317985,False,"['shoegaze', 'slowcore']"
quiet considerations,4FqAv5twjda2qgyp3hqunT,la lune,5hAeBiMGwnoFDNf7jB0mdl,quiet considerations,15,163165,False,['shoegaze']
Washed,5WZNVZvxQI7Wg3ME4hznV4,Lauds,1GyeDyYxWoVscUNx7dzHUz,Washed,13,166000,False,"['dream pop', 'shoegaze', 'jangle pop']"
doxepin,4FAOQdOpMAu3d15KEWXMng,copperplate,33gqAcq77ntKPjmks6HLGD,contentment,17,265097,False,"['dream pop', 'shoegaze']"
a.m.,3iHDfrkDiR8XBdagsZKsXD,Bathrobe,3foMz8RVrSAv8gBRE4ecyQ,scary movies,18,201000,False,"['dream pop', 'shoegaze', 'slowcore', 'lo-fi indie']"
I Wanna Get Better,4ELG7XkebKpAFX80Czdwmd,Colatura,281DMYRccJJg8BXz1TIZF5,I Wanna Get Better,29,239041,False,"['dream pop', 'shoegaze']"
2 Soon 2 Tell,6b9B6v1U2eXO5gLvQOC0pu,Glare,2dXj6aC3DsxoTDyhk3u4gl,Sunset Funeral,37,192859,False,"['shoegaze', 'slowcore']"
Cherry Pie,20bn8UrHSGODum7utPZhgB,Fazerdaze,2awB7Ol181cocZcLLNBBAh,Soft Power,36,249186,False,"['dream pop', 'shoegaze']"
Get back to me,3YxMOcoa7ogJlG4e6zyJwm,Wisp,3TJZG17pjOKXwx1ELKJPfm,Get back to me,41,190441,False,['shoegaze']
Pill To Swallow,1zFDTVldgGkboCG98c91d6,Softcult,13pYXGtaLO9d06VrXX4Aw0,Pill To Swallow,35,222664,False,"['shoegaze', 'dream pop', 'riot grrrl']"
expressionless,0aXLRXrribyzRhOjEonPeD,la lune,5hAeBiMGwnoFDNf7jB0mdl,expressionless,12,178304,False,['shoegaze']
Always,50MJMElz3rtuIT3wtunt1G,Pink Breath of Heaven,1ygblEoH4n9IHwIaL2QbIp,Colors Make a Sound,18,241363,False,['shoegaze']
Stonefly,6uv3mwUvxsS2q8T7yhQuDs,Maria Somerville,5JjgffJf4s4KF29xdEaAQd,Luster,32,217320,False,[]
come closer,6n1bMD1OYkhfN9B5sQYjg8,copperplate,33gqAcq77ntKPjmks6HLGD,contentment,55,222799,False,"['dream pop', 'shoegaze']"
It Gets Easier,7C2bncZ2xUWmAIsfeukLhG,"Tanukichan, Wisp",7d0wUlQ0ZXIGFa0YzuBiR6,Circles,40,155773,False,"['shoegaze', 'dream pop']"
If I Come Home,1pqrOSuEubjirB4OyBNHPm,rozey,20fOKcudXS3Yyl6ifwXf2u,If I Come Home,23,216145,False,"['shoegaze', 'dream pop']"
Bet,2MpWd718bmGUu7xXjrRtsb,Hana Eid,4F6hNOg84kZIkE5LvLYOsr,Bet,30,241684,True,[]
(Every Time I Think About You) It's About Me,5stsvdWcj7wHpSNalY75w0,Colatura,281DMYRccJJg8BXz1TIZF5,(Every Time I Think About You) It's About Me,32,208423,False,"['dream pop', 'shoegaze']"
Star Inside the Earth,0Rft1X2yTA2LXEMGNBIjr5,fantasy of a broken heart,7fgs0Ym1ukMZDgKjx8mbMe,Chaos Practitioner,16,134031,False,[]
Baby Blue,5Tt63qlnIHU7B3L1XwxXdQ,Hazel English,1nEGjL7aMVdNQzsfQPKdGr,Baby Blue,41,252769,False,['dream pop']
With Only Your Mouth,7cpQwNcUnqqzIRCluyD4ry,Love Spells,5iiqhuffUTPEOjAUDj19IW,With Only Your Mouth,50,183564,False,[]
Swallows,1CRP7KciFH1reIOS12JFiA,Hana Eid,4F6hNOg84kZIkE5LvLYOsr,Swallows,31,204073,False,[]
